idema,nombre,provincia,provincia_id,latitud,longitud,altitud,indsinop
7178I,MURCIA,murcia,30,38.0,-1.1667,62,8430
7195X,"CARAVACA DE LA CRUZ, LOS ROYOS",murcia,30,37.9167,-2.05,985,
7203A,"LORCA, ZARCILLA DE RAMOS",murcia,30,37.8333,-1.8667,646,
7209,LORCA,murcia,30,37.65,-1.6833,312,8426
7211B,PUERTO LUMBRERAS,murcia,30,37.5667,-1.7833,445,
7218Y,TOTANA,murcia,30,37.75,-1.5,281,
7227X,ALHAMA DE MURCIA,murcia,30,37.85,-1.3333,157,
7228,"ALCANTARILLA, BASE AÉREA",murcia,30,37.95,-1.2167,75,8429
7237E,MOLINA DE SEGURA,murcia,30,38.1333,-1.15,170,
7244X,ORIHUELA,alicante,3,38.0667,-0.9667,26,
7247X,EL PINÓS/PINOSO,alicante,3,38.3833,-1.0333,575,8357
7250C,ABANILLA,murcia,30,38.1833,-1.0333,174,
7261X,ROJALES,alicante,3,38.0833,-0.7,31,8367
7275C,YECLA,murcia,30,38.6,-1.15,640,8356
8005X,FONTANARS DELS ALFORINS,valencia,46,38.7667,-0.7833,622,
8008Y,VILLENA,alicante,3,38.5667,-0.85,486,
8013X,NOVELDA,alicante,3,38.3833,-0.75,233,
8018X,ELX/ELCHE,alicante,3,38.2833,-0.6667,110,
8019,ALICANTE-ELCHE AEROPUERTO,alicante,3,38.2667,-0.5667,43,8360
8025,ALACANT/ALICANTE,alicante,3,38.3667,-0.4833,81,8359
8036Y,BENIDORM,alicante,3,38.5333,-0.1333,36,
8050X,JÁVEA/ XÀBIA,alicante,3,38.7833,0.1667,15,8370
8057C,PEGO,alicante,3,38.8333,-0.1167,60,
8058X,OLIVA,valencia,46,38.9167,-0.0833,5,8282
8058Y,MIRAMAR,valencia,46,38.95,-0.1333,12,
8059C,ALCOI/ALCOY,alicante,3,38.7,-0.45,530,
8072Y,BARX,valencia,46,39.0167,-0.3,340,
8084Y,PANTANO DE LA TOBA (AUTOMATICA),cuenca,16,40.2167,-1.9167,1154,
8096,CUENCA,cuenca,16,40.0667,-2.1167,949,8231
8155Y,MOTILLA DEL PALANCAR,cuenca,16,39.55,-1.9,830,
8175,ALBACETE BASE AÉREA,albacete,2,38.95,-1.85,702,8280
8177A,CHINCHILLA,albacete,2,38.9333,-1.65,880,8278
8178D,ALBACETE,albacete,2,39.0,-1.85,674,8279
8193E,JALANCE,valencia,46,39.2,-1.0833,372,
8198Y,ALMANSA,albacete,2,38.85,-1.05,710,
8203O,ZARRA,valencia,46,39.0667,-1.1,855,8283
8210Y,SALVACAÑETE,cuenca,16,40.1,-1.5,1160,
8245Y,MIRA,cuenca,16,39.7,-1.4333,815,
8270X,BICORP,valencia,46,39.1333,-0.7833,305,
8283X,ONTINYENT,valencia,46,38.8167,-0.6,350,
8293X,XÀTIVA,valencia,46,39.0,-0.5167,88,8290
8300X,CARCAIXENT,valencia,46,39.1,-0.4333,25,
8309X,UTIEL,valencia,46,39.5667,-1.2333,758,8281
8325X,POLINYÀ DE XÚQUER,valencia,46,39.1833,-0.3667,12,8287
8337X,TURÍS,valencia,46,39.3833,-0.6167,186,
8354X,ALBARRACÍN,teruel,44,40.4167,-1.4333,1130,
8368U,TERUEL,teruel,44,40.35,-1.1167,902,8235
8376,JABALOYAS,teruel,44,40.2333,-1.4,1430,
8381X,ADEMUZ,valencia,46,40.05,-1.2833,705,
8395X,CHELVA,valencia,46,39.75,-0.9833,515,
8409X,LLÍRIA,valencia,46,39.65,-0.65,198,
8414A,VALENCIA AEROPUERTO,valencia,46,39.4833,-0.4667,56,8284
8416,VALÈNCIA,valencia,46,39.4667,-0.35,11,8285
8416X,"VALENCIA, UPV",valencia,46,39.4667,-0.3333,6,
8416Y,"VALÈNCIA, VIVEROS",valencia,46,39.4667,-0.35,11,8285
8439X,SEGORBE,castellon,12,39.7833,-0.4833,400,
8446Y,SAGUNT/SAGUNTO,valencia,46,39.7,-0.25,24,
8458X,CEDRILLAS,teruel,44,40.4167,-0.8333,1380,
8472A,MONTANEJOS,castellon,12,40.0833,-0.5333,601,
8486X,MOSQUERUELA,teruel,44,40.35,-0.45,1515,
8489X,VILLAFRANCA DEL CID/VILAFRANCA,castellon,12,40.4167,-0.25,1130,8241
8492X,ATZENETA DEL MAESTRAT,castellon,12,40.2167,-0.1667,420,
8500A,CASTELLÓ - ALMASSORA,castellon,12,39.95,-0.0667,43,8286
8501,CASTELLÓ DE LA PLANA,castellon,12,39.9833,-0.0167,23,
8503Y,TORREBLANCA,castellon,12,40.2,0.1833,35,
8520X,LA POBLA DE BENIFASSÀ-FREDES,castellon,12,40.6833,0.15,1165,
8523X,VINARÒS,castellon,12,40.55,0.4167,111,8239
9001D,REINOSA,cantabria,39,42.9833,-4.15,870,8032
9001S,ALTO CAMPOO,cantabria,39,43.0333,-4.3667,1650,8061
9012E,SANTA GADEA DE ALFOZ,burgos,9,42.95,-3.95,915,
9016X,"VALDERREDIBLE, CUBILLO DE EBRO",cantabria,39,42.8,-4.0167,770,
9019B,"VALDERREDIBLE, POLIENTES   ",cantabria,39,42.8,-3.9333,720,8033
9027X,SARGENTES DE LA LORA,burgos,9,42.7333,-3.8833,1017,
9031C,BRIVIESCA,burgos,9,42.55,-3.3,730,
9051,MEDINA DE POMAR,burgos,9,42.9167,-3.4667,580,8063
9060X,LALASTRA,araba,1,42.8667,-3.2167,910,
9069C,MIRANDA DE EBRO,burgos,9,42.6833,-2.95,460,
9073X,"AGURAIN/SALVATIERRA, OPAKUA",araba,1,42.8167,-2.35,660,
9087,VITORIA AERÓDROMO,araba,1,42.8333,-2.65,521,
9091O,FORONDA-TXOKIZA,araba,1,42.8667,-2.7333,513,8080
9091R,VITORIA-GASTEIZ AEROPUERTO,araba,1,42.8667,-2.7167,513,8080
9111,BELORADO,burgos,9,42.4167,-3.1667,820,8077
9115X,VALDEZCARAY,la rioja,26,42.25,-2.9667,1630,
9121X,HARO,la rioja,26,42.5667,-2.85,465,
9122I,LABASTIDA,araba,1,42.6,-2.7667,612,
9136X,"ANGUIANO, VALVANERA",la rioja,26,42.2167,-2.8667,1006,
9141V,NÁJERA,la rioja,26,42.4,-2.7167,500,
9145X,LEZA,araba,1,42.5667,-2.6167,575,
9145Y,CENICERO,la rioja,26,42.4667,-2.6333,429,
9170,"LOGROÑO, AEROPUERTO",la rioja,26,42.45,-2.3167,353,8084
9171K,LOS ARCOS,navarra,31,42.5667,-2.1833,470,
9178X,CAMPEZO/KANPEZU,araba,1,42.6667,-2.3333,570,
9188,ENCISO,la rioja,26,42.1333,-2.2667,855,
9195C,ASTÚN- LA RACA,huesca,22,42.7833,-0.5,2276,8909
9198X,CANFRANC,huesca,22,42.7333,-0.5,1197,
9201K,JACA,huesca,22,42.5667,-0.5333,823,8091
9201X,JACA,huesca,22,42.5667,-0.5333,832,8091
9207,"VALLE DE HECHO, HECHO",huesca,22,42.7333,-0.75,860,
9208E,ARAGÜÉS DEL PUERTO,huesca,22,42.7,-0.6667,1025,8095
9211F,"BAILO, PUYALTO",huesca,22,42.5,-0.8167,722,
9218A,ISABA/IZABA,navarra,31,42.85,-0.9167,838,
9228J,OROZ-BETELU/OROTZ-BETELU,navarra,31,42.8833,-1.3,635,
9228T,RONCESVALLES/ORREAGA,navarra,31,43.0,-1.3167,947,
9238X,NAVASCUÉS/NABASKOZE,navarra,31,42.7167,-1.1167,612,
9244X,SOS DEL REY CATÓLICO,zaragoza,50,42.4833,-1.2,626,8090
9245X,CÁSEDA,navarra,31,42.5167,-1.35,440,
9252X,OLITE/ERRIBERRI,navarra,31,42.4833,-1.65,390,
9257X,"ESTERIBAR, EMBALSE DE EUGI",navarra,31,42.9667,-1.5167,615,
9262,PAMPLONA,navarra,31,42.8167,-1.6333,450,
9262P,MONREAL/ELO,navarra,31,42.7,-1.4833,585,
9263D,"PAMPLONA, AEROPUERTO",navarra,31,42.7667,-1.65,459,8085
9263X,"ARANGUREN, ILUNDAIN  ",navarra,31,42.7667,-1.5167,572,8089
9274X,IRURTZUN,navarra,31,42.9167,-1.8333,432,
9280B,LARRAGA,navarra,31,42.5333,-1.85,375,
9283X,CADREITA,navarra,31,42.2,-1.7,268,8153
9287A,SAN PEDRO MANRIQUE,soria,42,42.0167,-2.2167,1096,
9293X,"ALFARO, LA PLANA",la rioja,26,42.1667,-1.7333,371,
9294E,"BARDENAS REALES, BASE AÉREA",navarra,31,42.1833,-1.4667,295,8087
9299X,TARAZONA,zaragoza,50,41.9,-1.7167,475,
9301X,MONTEAGUDO,navarra,31,41.95,-1.6833,410,
9302Y,TUDELA,navarra,31,42.05,-1.6,297,
9321X,EJEA DE LOS CABALLEROS,zaragoza,50,42.1167,-1.1333,321,
9336D,CASTEJON DE VALDEJASA,zaragoza,50,41.9833,-0.9833,543,
9344C,ARCOS DE JALÓN,soria,42,41.2,-2.2833,863,
9352A,ALMAZUL,soria,42,41.5667,-2.1333,1000,
9354X,ALHAMA DE ARAGON,zaragoza,50,41.2833,-1.8833,703,
9374X,SANTA EULALIA DEL CAMPO,teruel,44,40.5667,-1.3167,1000,
9377Y,EL PEDREGAL,guadalajara,19,40.7667,-1.5667,1185,
9381,"CALAMOCHA, AERÓDROMO",teruel,44,40.85,-1.3,932,
9381I,CALAMOCHA,teruel,44,40.9167,-1.2833,884,8233
9390,DAROCA,zaragoza,50,41.1,-1.4,774,8157
9394X,CALATAYUD,zaragoza,50,41.3167,-1.6333,582,8156
9427X,LA ALMUNIA DE DOÑA GODINA,zaragoza,50,41.4667,-1.3667,370,
9434,"ZARAGOZA, AEROPUERTO",zaragoza,50,41.65,-1.0,249,8160
9434P,"ZARAGOZA, VALDESPARTERA",zaragoza,50,41.6167,-0.9333,258,8159
9436X,FONFRÍA,teruel,44,40.9833,-1.0833,1255,
9445L,"FORMIGAL, SARRIOS",huesca,22,42.75,-0.3833,1800,8096
9451F,"PANTICOSA, PETROSOS",huesca,22,42.7,-0.2667,1850,8915
9453X,"BIESCAS, EMBALSE DE BÚBAL",huesca,22,42.6833,-0.3167,1100,
9460X,SABIÑÁNIGO,huesca,22,42.5,-0.35,775,
9491X,ALMUDÉVAR,huesca,22,42.0167,-0.5833,390,
9495Y,LECIÑENA,zaragoza,50,41.7833,-0.6167,405,
9501X,VALMADRID ,zaragoza,50,41.4333,-0.8833,535,
9510X,QUINTO,zaragoza,50,41.4167,-0.5,205,
9513X,MUNIESA,teruel,44,41.0167,-0.8,800,
9531Y,MONTALBÁN,teruel,44,40.8167,-0.7833,895,
9546B,HIJAR,teruel,44,41.1667,-0.4333,305,
9550C,"ANDORRA, HORCALLANA",teruel,44,40.9667,-0.4,762,
9561X,CASTELLOTE,teruel,44,40.7833,-0.3,755,
9562X,MORELLA,castellon,12,40.6167,-0.1,990,
9563X,CASTELLFORT,castellon,12,40.4833,-0.1833,1220,8237
9569A,CALANDA,teruel,44,40.9333,-0.2333,466,8166
9573X,ALCAÑIZ,teruel,44,41.05,-0.1333,334,8164
9574B,"CASPE, PLANA DEL PILÓN",zaragoza,50,41.2333,-0.0667,215,8165
9576C,BUJARALOZ,zaragoza,50,41.5167,-0.1667,357,8165
9585,LA MOLINA,girona,17,42.3167,1.9333,1699,8117
9590,MARTINET  ,lleida,25,42.35,1.6833,1038,
9590D,CAP DE REC,lleida,25,42.4167,1.6667,1940,8940
9619,LA SEU D'URGELL,lleida,25,42.35,1.45,677,8115
9632X,TUIXENT,lleida,25,42.2167,1.5667,1196,
9638D,COLL DE NARGÓ,lleida,25,42.15,1.3,609,
9647X,TORÀ,lleida,25,41.8,1.3833,435,
9650X,ARTESA DE SEGRE,lleida,25,41.8667,1.1,400,
9657X,ESTERRI D'ÀNEU,lleida,25,42.6167,1.1167,952,
9660,SANT MAURICI (LLAC),lleida,25,42.5667,1.0,1907,
9677,PORT AINÉ,lleida,25,42.4,1.2,2410,8938
9689X,TORRE DE CABDELLA ,lleida,25,42.45,0.9833,1273,
9698U,TALARN,lleida,25,42.2,0.85,807,8112
9707,LLIMIANA,lleida,25,42.0667,0.9,515,
9718X,TORDERA - GRANYANELLA,lleida,25,41.6667,1.2167,463,
9720X,TÀRREGA,lleida,25,41.65,1.1333,388,8173
9724X,OS DE BALAGUER,lleida,25,41.8667,0.75,520,
9726E,LLORAC,tarragona,43,41.55,1.3,657,
9729X,MOLLERUSSA,lleida,25,41.6167,0.85,252,
9744B,VALL DE BOÍ,lleida,25,42.5,0.7833,1089,
9751,SOPEIRA,huesca,22,42.3167,0.7333,760,
9756X,BENABARRE,huesca,22,42.1,0.4667,765,
9771,"LLEIDA, OBSERVATORIO",lleida,25,41.6167,0.6167,199,
9771C,LLEIDA,lleida,25,41.6167,0.5833,186,8171
9772X,LA POBLA DE CÉRVOLES,lleida,25,41.35,0.9,673,
9775X,EL SOLERÀS,lleida,25,41.4,0.6667,392,
9776D,ELS TORMS,lleida,25,41.3833,0.7333,488,
9784P,BIELSA,huesca,22,42.6167,0.2167,992,8103
9808X,"AÍNSA-SOBRARBE, LA SERRETA",huesca,22,42.4167,0.1333,610,
9812M,"PARADOR DE ORDESA, PARQUE NACIONAL ORDESA Y MONTEPERDIDO",huesca,22,42.65,-0.0833,1206,
9814A,TORLA,huesca,22,42.6167,-0.1,1020,8101
9814I,"TORLA-ORDESA, EL CEBOLLAR",huesca,22,42.65,-0.1167,1905,8919
9814X,TORLA - ORDESA,huesca,22,42.6333,-0.1,1076,
9838B,BENASQUE,huesca,22,42.5833,0.5167,1120,
9839V,"CERLER, COGULLA",huesca,22,42.55,0.5333,2374,8923
9843A,SEIRA,huesca,22,42.4667,0.4333,825,
9855E,"CAPELLA, LAGUARRES",huesca,22,42.2,0.45,600,
9866C,BARBASTRO,huesca,22,42.0167,0.1333,305,
9894Y,SARIÑENA,huesca,22,41.7833,-0.15,300,
9898,"HUESCA, AEROPUERTO",huesca,22,42.0833,-0.3167,546,8094
9901X,HUESCA,huesca,22,42.1333,-0.3833,463,
9908X,LANAJA,huesca,22,41.7667,-0.3167,380,
9911X,BALLOBAR,huesca,22,41.6167,0.1833,178,
9918Y,"TAMARITE DE LITERA, LA MELUSA",huesca,22,41.7667,0.3667,218,
9924X,FRAGA,huesca,22,41.5167,0.35,170,
9935X,VALDERROBRES,teruel,44,40.8667,0.1333,483,
9946X,HORTA DE SANT JOAN,tarragona,43,40.95,0.3,495,
9947X,LA POBLA DE MASSALUCA,tarragona,43,41.1667,0.35,370,
9961X,CABACÉS,tarragona,43,41.2333,0.7333,363,
9975X,RASQUERA,tarragona,43,41.0,0.6,112,
9981A,ESTACIÓN DE TORTOSA (ROQUETES),tarragona,43,40.8167,0.4833,50,8238
9987P,SANT JAUME D'ENVEJA,tarragona,43,40.6833,0.8,1,8240
9988B,CAP DE VAQUÈIRA,lleida,25,42.6833,0.9667,2467,8936
9990X,"NAUT ARAN, ARTIES ",lleida,25,42.7,0.8667,1161,8107
9994X,BOSSÒST,lleida,25,42.7667,0.6833,722,
9995Y,VALCARLOS/LUZAIDE,navarra,31,43.0833,-1.3,334,
9998X,BELLO,teruel,44,40.9167,-1.4833,1006,
